correctionTimer ; 224.713 ; 2.67516 ; setSolutionTimer ; 10.4348 ; 0.124224 ; cycleWatch ; 9890.72 ; 706.48 ; setupWatch ; 120.449 ; 120.449 ; restrictionTimer ; 730.419 ; 8.69547 ; preSmoothTimer ; 2698.74 ; 32.1279 ; upResidualTimer ; 1248.85 ; 14.8673 ; postSmoothTimer ; 2693.51 ; 32.0656 ; commTimer ; 6545.46 ; 6.91909 ; timeToSolveWatch ; 10130 ; 10130 ;
correctionTimer ; 228.011 ; 2.71441 ; setSolutionTimer ; 10.711 ; 0.127512 ; cycleWatch ; 9898.06 ; 707.004 ; setupWatch ; 113.229 ; 113.229 ; restrictionTimer ; 733.967 ; 8.7377 ; preSmoothTimer ; 2720.43 ; 32.386 ; upResidualTimer ; 1252.91 ; 14.9156 ; postSmoothTimer ; 2699.16 ; 32.1329 ; commTimer ; 6725.04 ; 7.10892 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 229.836 ; 2.73614 ; setSolutionTimer ; 11.1729 ; 0.133011 ; cycleWatch ; 9905.43 ; 707.531 ; setupWatch ; 119.059 ; 119.059 ; restrictionTimer ; 726.369 ; 8.64725 ; preSmoothTimer ; 2722.56 ; 32.4114 ; upResidualTimer ; 1257.11 ; 14.9656 ; postSmoothTimer ; 2698.5 ; 32.125 ; commTimer ; 6690.25 ; 7.07214 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.211 ; 2.7168 ; setSolutionTimer ; 10.942 ; 0.130262 ; cycleWatch ; 9896.96 ; 706.925 ; setupWatch ; 119.209 ; 119.209 ; restrictionTimer ; 731.239 ; 8.70522 ; preSmoothTimer ; 2717.21 ; 32.3478 ; upResidualTimer ; 1260.19 ; 15.0023 ; postSmoothTimer ; 2690.12 ; 32.0253 ; commTimer ; 6737.49 ; 7.12209 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 229.219 ; 2.7288 ; setSolutionTimer ; 10.7732 ; 0.128252 ; cycleWatch ; 9907.1 ; 707.65 ; setupWatch ; 119.205 ; 119.205 ; restrictionTimer ; 724.361 ; 8.62334 ; preSmoothTimer ; 2726.18 ; 32.4545 ; upResidualTimer ; 1258.15 ; 14.978 ; postSmoothTimer ; 2695.11 ; 32.0847 ; commTimer ; 6702.05 ; 7.08462 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.283 ; 2.71765 ; setSolutionTimer ; 10.883 ; 0.129559 ; cycleWatch ; 9897.87 ; 706.991 ; setupWatch ; 115.795 ; 115.795 ; restrictionTimer ; 736.008 ; 8.762 ; preSmoothTimer ; 2717.65 ; 32.353 ; upResidualTimer ; 1254.38 ; 14.9331 ; postSmoothTimer ; 2690.73 ; 32.0325 ; commTimer ; 6737.23 ; 7.12181 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 230.516 ; 2.74424 ; setSolutionTimer ; 10.7551 ; 0.128037 ; cycleWatch ; 9905.94 ; 707.567 ; setupWatch ; 118.518 ; 118.518 ; restrictionTimer ; 724.536 ; 8.62543 ; preSmoothTimer ; 2724.77 ; 32.4378 ; upResidualTimer ; 1258.96 ; 14.9877 ; postSmoothTimer ; 2694.75 ; 32.0804 ; commTimer ; 6700.43 ; 7.0829 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.105 ; 2.71553 ; setSolutionTimer ; 10.3285 ; 0.122958 ; cycleWatch ; 9901.01 ; 707.215 ; setupWatch ; 117.893 ; 117.893 ; restrictionTimer ; 733.637 ; 8.73377 ; preSmoothTimer ; 2720.63 ; 32.3884 ; upResidualTimer ; 1256.12 ; 14.9538 ; postSmoothTimer ; 2692.62 ; 32.055 ; commTimer ; 6731.88 ; 7.11615 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 230.062 ; 2.73884 ; setSolutionTimer ; 10.7032 ; 0.127419 ; cycleWatch ; 9903.07 ; 707.362 ; setupWatch ; 117.893 ; 117.893 ; restrictionTimer ; 726.855 ; 8.65304 ; preSmoothTimer ; 2725.86 ; 32.4507 ; upResidualTimer ; 1257.39 ; 14.9689 ; postSmoothTimer ; 2690.47 ; 32.0294 ; commTimer ; 6692.15 ; 7.07416 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.244 ; 2.71719 ; setSolutionTimer ; 10.7737 ; 0.128259 ; cycleWatch ; 9901.96 ; 707.283 ; setupWatch ; 117.958 ; 117.958 ; restrictionTimer ; 730.659 ; 8.69833 ; preSmoothTimer ; 2717.88 ; 32.3557 ; upResidualTimer ; 1258.07 ; 14.9771 ; postSmoothTimer ; 2700.6 ; 32.15 ; commTimer ; 6728.76 ; 7.11285 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 229.253 ; 2.7292 ; setSolutionTimer ; 10.8189 ; 0.128796 ; cycleWatch ; 9906.9 ; 707.636 ; setupWatch ; 118.015 ; 118.015 ; restrictionTimer ; 730.435 ; 8.69566 ; preSmoothTimer ; 2721.2 ; 32.3953 ; upResidualTimer ; 1255.79 ; 14.9499 ; postSmoothTimer ; 2703.25 ; 32.1816 ; commTimer ; 6698.65 ; 7.08102 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.105 ; 2.71553 ; setSolutionTimer ; 10.5294 ; 0.12535 ; cycleWatch ; 9904.42 ; 707.458 ; setupWatch ; 117.058 ; 117.058 ; restrictionTimer ; 731.448 ; 8.70771 ; preSmoothTimer ; 2713.83 ; 32.3075 ; upResidualTimer ; 1259.32 ; 14.9919 ; postSmoothTimer ; 2703.99 ; 32.1904 ; commTimer ; 6720.98 ; 7.10463 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.67 ; 2.72226 ; setSolutionTimer ; 10.8964 ; 0.129719 ; cycleWatch ; 9909.42 ; 707.815 ; setupWatch ; 117.067 ; 117.067 ; restrictionTimer ; 728.973 ; 8.67825 ; preSmoothTimer ; 2718.26 ; 32.3603 ; upResidualTimer ; 1258.42 ; 14.9812 ; postSmoothTimer ; 2705.84 ; 32.2123 ; commTimer ; 6684.16 ; 7.06571 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.355 ; 2.71851 ; setSolutionTimer ; 11.061 ; 0.131678 ; cycleWatch ; 9901.24 ; 707.231 ; setupWatch ; 118.074 ; 118.074 ; restrictionTimer ; 730.994 ; 8.70231 ; preSmoothTimer ; 2716.48 ; 32.339 ; upResidualTimer ; 1254.79 ; 14.938 ; postSmoothTimer ; 2700 ; 32.1428 ; commTimer ; 6769.44 ; 7.15585 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.607 ; 2.72151 ; setSolutionTimer ; 11.2108 ; 0.133462 ; cycleWatch ; 9903.8 ; 707.414 ; setupWatch ; 115.427 ; 115.427 ; restrictionTimer ; 729.986 ; 8.69031 ; preSmoothTimer ; 2716.52 ; 32.3395 ; upResidualTimer ; 1256.8 ; 14.9619 ; postSmoothTimer ; 2700.89 ; 32.1535 ; commTimer ; 6736.15 ; 7.12067 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 224.222 ; 2.66931 ; setSolutionTimer ; 10.3189 ; 0.122844 ; cycleWatch ; 9884.35 ; 706.025 ; setupWatch ; 119.174 ; 119.174 ; restrictionTimer ; 737.492 ; 8.77966 ; preSmoothTimer ; 2703.9 ; 32.1892 ; upResidualTimer ; 1248.23 ; 14.8599 ; postSmoothTimer ; 2687.93 ; 31.9992 ; commTimer ; 6544.73 ; 6.91831 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 225.199 ; 2.68094 ; setSolutionTimer ; 10.5515 ; 0.125613 ; cycleWatch ; 9887.05 ; 706.218 ; setupWatch ; 119.174 ; 119.174 ; restrictionTimer ; 736.909 ; 8.77273 ; preSmoothTimer ; 2706.14 ; 32.216 ; upResidualTimer ; 1247.26 ; 14.8483 ; postSmoothTimer ; 2688.23 ; 32.0028 ; commTimer ; 6495.27 ; 6.86604 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
